CCAA;SEXO;EDAD;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P5;P17E;P17F;ECIVIL;P19;P20;P21;P22;P22A;SIMPATIA;ESCIDEOL;RECUVOTOG;CERCANIA;ESCUELA;NIVELESTENTREV;RELIGION;PRACTICARELIG6;SITLAB;RELALAB;CNO11;INGRESHOG;CLASESOCIAL;SINCERIDAD
9;1;64;5;5;1;2;5;5;2;2;2;1;2;1;0;1;1;1;0;0;3;901;901;3;5;6;0;2;0;0;3;5;2
13;2;72;5;4;5;5;5;5;5;5;4;0;0;5;4;1;2;2;5;0;2;8995;8995;3;11;4;0;2;0;0;3;5;2
10;1;42;4;2;2;2;4;4;4;2;2;1;2;1;0;1;1;1;0;0;4;21;21;3;13;5;0;1;3;1;2;3;1
9;2;68;2;1;1;2;5;5;5;2;4;0;0;3;5;1;2;2;5;9999;99;9999;9997;3;6;1;5;2;0;0;5;11;1
14;2;28;5;1;4;5;1;1;2;1;5;1;4;2;0;1;2;2;5;9;2;1;9;3;13;4;0;1;1;2;5;12;1
13;2;23;2;5;4;2;4;4;2;2;4;0;0;2;5;1;2;2;4;0;5;0;1;3;6;5;0;1;1;2;5;3;2
9;2;80;3;3;2;3;5;5;5;3;1;1;1;1;0;1;2;1;0;0;10;8995;8;2;0;6;0;2;0;0;6;3;2
13;2;78;4;5;4;1;4;5;4;1;5;0;0;5;5;96;2;2;5;0;10;2;2;3;9;1;6;2;0;0;4;5;2
13;2;44;1;1;5;5;1;1;5;5;5;1;4;2;0;1;2;1;0;0;5;3;3;3;11;2;1;1;1;2;5;6;1
1;2;49;4;4;3;3;2;4;2;4;4;0;0;2;2;1;2;2;2;0;6;2;2;3;7;2;1;7;0;0;5;3;2
13;1;64;4;4;4;4;4;4;2;2;2;1;1;1;0;1;1;1;0;0;4;21;1;3;12;2;2;2;0;0;3;3;1
5;2;59;2;5;2;2;4;5;4;2;2;1;2;1;0;3;2;1;0;10;5;8995;10;3;6;2;3;1;1;4;4;3;1
9;1;37;2;2;2;2;4;4;4;1;1;0;0;2;1;1;1;2;1;9997;3;902;902;3;7;3;5;1;9;99;4;12;2
4;1;54;4;2;4;4;5;5;2;4;1;1;2;1;0;1;1;1;0;8995;4;8996;902;3;11;2;1;1;1;1;1;2;1
5;2;56;2;5;5;1;2;2;5;2;4;0;0;5;1;1;2;2;1;0;98;1;1;3;6;9;0;2;0;0;6;12;2
9;1;35;5;4;4;4;4;5;1;2;2;2;4;2;0;1;1;1;0;0;2;0;9999;3;14;4;0;1;1;2;3;3;1
12;2;73;4;2;4;4;2;4;2;2;2;1;1;1;0;1;2;1;0;0;5;9998;9997;3;10;4;0;2;0;0;1;3;2
13;2;43;5;4;4;5;4;5;4;2;2;1;1;1;0;1;2;1;0;0;2;1;1;3;6;5;0;1;1;4;3;4;1
16;1;36;2;5;4;2;4;5;2;1;2;2;4;2;0;2;1;1;0;0;6;1601;1601;3;13;2;3;1;1;8;2;3;1
10;1;48;2;4;2;2;4;5;4;2;2;1;4;5;0;1;1;1;0;0;8;8995;28;3;11;2;3;1;1;2;1;3;2
1;2;35;5;5;5;5;5;1;1;5;1;1;4;2;0;1;2;2;5;0;1;1;8;3;13;6;0;1;1;4;2;5;1
3;2;55;2;1;4;2;2;5;4;2;4;1;4;2;0;1;2;1;0;0;3;9998;901;3;5;9;0;4;0;0;1;6;1
9;2;46;2;2;2;2;5;5;2;2;2;1;1;1;0;1;2;1;0;0;6;902;902;3;11;2;2;1;3;2;3;5;1
12;2;57;2;2;1;1;2;4;5;2;1;1;1;1;0;1;2;1;0;0;4;1;1;3;5;3;5;1;3;5;5;4;1
1;2;53;4;4;2;2;4;4;4;1;2;1;4;3;0;1;2;1;0;9999;5;9999;9999;3;16;9;0;1;2;8;5;4;3
9;1;51;5;2;5;5;2;5;5;1;4;1;3;2;0;1;1;2;2;0;6;902;902;3;9;2;1;1;1;3;2;3;1
10;1;50;2;2;2;1;4;5;5;1;1;1;1;1;0;1;1;1;0;9997;7;3;9997;3;13;1;5;4;0;0;3;3;1
15;2;70;5;5;1;1;1;5;5;5;1;1;1;1;0;1;2;2;9;0;1;9998;9;3;2;1;1;7;0;0;2;6;1
13;2;40;2;5;2;2;5;5;2;4;4;1;2;1;0;1;2;1;0;0;1;21;21;3;13;6;0;1;1;4;2;4;1
7;1;55;4;5;4;2;2;5;5;1;1;1;1;1;0;1;1;1;0;0;7;2;2;3;5;2;1;1;1;5;3;3;1
9;2;20;5;2;1;5;5;4;2;1;2;2;4;2;0;1;2;1;0;904;4;0;901;3;6;4;0;6;0;0;1;3;1
1;2;33;2;4;4;4;5;5;5;1;2;1;3;2;0;1;2;1;0;0;7;2;2;3;10;2;3;1;1;2;1;3;1
10;1;60;4;4;4;2;4;5;2;1;2;1;2;1;0;1;1;1;0;0;3;21;21;3;6;3;1;1;1;5;4;4;2
9;1;60;2;2;4;2;4;4;4;1;1;1;1;1;0;1;1;1;0;0;5;902;9997;3;6;2;1;2;0;0;1;3;2
13;1;70;2;2;8;2;8;5;5;2;1;1;1;1;0;1;1;1;0;0;4;1;1;3;11;1;3;2;0;0;3;5;1
2;1;61;2;2;2;2;5;5;4;1;1;1;2;1;0;1;1;1;0;1;5;1;202;3;9;2;2;1;1;3;4;3;1
1;2;28;1;5;2;2;5;4;4;2;2;1;3;2;0;1;2;1;0;0;4;2;1;3;13;4;0;1;1;5;4;4;2
9;1;29;1;4;1;1;2;5;4;2;1;2;4;2;0;1;1;1;0;0;6;3;3;3;10;5;0;6;0;0;6;3;1
1;2;50;5;4;5;5;5;5;2;4;2;1;4;5;0;1;2;1;0;0;4;1;9;3;14;4;0;1;2;2;2;3;1
14;1;77;2;5;1;2;1;4;1;2;1;1;1;1;0;1;1;1;0;9999;5;9999;9999;3;2;2;1;2;0;0;6;5;1
10;2;28;5;2;5;5;5;4;2;1;4;1;4;2;0;3;2;1;0;0;1;21;8;3;7;5;0;1;1;2;3;5;2
9;2;52;5;1;1;1;5;5;1;5;1;1;1;1;0;1;2;1;0;0;6;2;2;3;14;1;4;1;2;2;1;5;1
13;2;42;5;2;4;4;2;2;2;1;5;0;0;2;2;1;2;2;4;0;3;1;21;3;13;3;2;1;1;2;3;5;1
13;2;84;9;9;1;9;1;5;5;2;1;0;0;3;5;99;2;2;5;9997;99;9999;9997;3;2;2;2;2;0;0;8;3;2
13;2;45;1;5;2;2;5;5;2;1;2;1;1;1;0;1;2;1;0;0;5;0;9997;3;11;2;3;1;1;1;5;3;2
12;1;66;1;2;1;1;1;2;2;4;1;1;1;1;0;1;1;1;0;0;10;2;2;3;4;1;3;2;0;0;4;3;2
17;2;53;2;4;1;2;1;5;4;4;2;1;1;1;0;1;2;1;0;0;7;2;2;3;11;1;3;1;3;4;3;5;2
10;1;64;5;4;4;2;2;4;2;2;1;1;2;1;0;1;1;2;5;0;3;21;1001;3;11;6;0;1;1;2;1;3;1
9;2;71;4;1;1;1;3;4;1;4;2;0;0;3;5;1;2;2;5;0;8;0;1;3;1;2;1;3;0;0;5;3;1
16;1;38;5;5;5;5;5;5;1;1;2;1;2;1;0;1;1;1;0;21;1;21;21;3;4;5;0;1;3;2;1;1;1
10;1;60;2;5;4;4;1;2;4;1;2;1;1;1;0;1;1;1;0;9997;6;2;2;3;4;2;1;1;3;5;4;4;1
13;2;82;9;5;8;2;5;9;5;2;2;1;1;1;0;96;2;9;8;9997;99;9999;9997;3;6;5;0;7;0;0;9;3;1
8;1;78;4;4;4;4;4;2;5;4;2;2;2;1;0;1;1;1;0;0;1;1;1;3;6;4;0;2;0;0;2;3;2
9;1;44;5;1;5;5;5;5;1;2;4;1;2;1;0;1;1;1;0;9997;1;8995;904;3;6;4;0;4;0;0;3;4;1
9;1;61;5;2;5;5;2;2;1;4;4;0;0;2;4;1;1;2;4;902;6;902;902;3;11;6;0;1;3;2;4;4;1
7;1;58;1;5;2;2;4;4;5;4;5;1;1;1;0;96;1;1;0;0;10;2;2;3;4;1;5;1;1;7;5;3;2
5;1;49;4;4;2;2;4;2;4;2;1;1;2;1;0;1;1;1;0;0;8;3;3;3;4;2;2;1;1;8;4;3;1
10;1;50;4;2;2;2;4;5;2;1;2;1;2;1;0;1;1;1;0;0;2;21;1001;3;11;5;0;1;1;4;3;5;1
2;1;35;5;4;4;2;5;4;1;5;5;1;2;1;0;1;1;1;0;0;5;21;203;3;7;6;0;1;1;6;3;3;2
3;2;49;5;2;5;4;5;2;4;1;2;1;2;1;0;1;2;1;0;0;1;1;9;3;11;3;1;1;1;4;2;5;1
13;1;35;2;4;1;1;4;4;4;1;1;1;1;1;0;1;1;1;0;0;2;0;8;3;4;4;0;1;1;8;3;4;2
9;1;55;4;2;4;1;2;5;5;1;1;1;1;1;0;1;1;1;0;0;3;901;901;3;5;6;0;1;1;4;3;12;1
3;2;48;1;4;1;2;2;2;1;1;4;1;1;1;0;1;2;1;0;0;1;1;901;3;5;5;0;1;1;5;3;4;1
9;1;78;5;4;4;4;2;4;2;2;1;1;1;1;0;1;1;1;0;0;1;21;21;3;9;2;1;2;0;0;3;3;1
14;1;25;2;4;4;2;5;5;2;4;2;1;3;2;0;3;1;1;0;9999;4;1;1;3;10;4;0;1;1;3;4;3;2
10;1;66;2;5;2;2;4;5;4;2;5;1;1;1;0;1;1;1;0;0;1;21;901;3;4;6;0;2;0;0;5;6;1
1;1;75;2;4;1;2;4;4;5;1;2;0;0;2;5;1;1;2;5;0;2;1;1;3;8;4;0;2;0;0;6;3;1
9;1;63;5;5;1;2;2;5;1;2;1;0;0;2;2;1;1;1;0;9998;1;0;9997;3;2;1;1;8;0;0;6;11;2
13;1;53;2;4;1;1;2;4;2;1;2;1;1;1;0;1;1;1;0;0;1;1;1;3;11;2;2;1;1;1;3;3;1
1;1;47;2;1;2;2;5;4;4;1;1;1;1;1;0;1;1;1;0;0;6;3;9997;3;14;2;3;1;1;10;2;2;1
9;1;49;4;4;2;5;5;2;1;1;4;0;0;5;4;1;1;2;4;9997;99;0;9997;3;13;6;0;1;1;2;3;12;1
1;2;70;5;2;2;2;8;5;5;5;1;0;0;3;5;1;2;2;5;0;1;21;4;3;11;4;0;2;0;0;9;3;1
13;2;81;2;5;1;1;8;5;5;2;1;0;0;3;1;1;2;1;0;0;1;1;1;3;2;6;0;2;0;0;5;12;2
13;1;75;4;4;4;4;4;5;5;4;2;1;1;1;0;1;1;1;0;0;2;1;1;3;12;4;0;2;0;0;1;2;1
10;1;39;4;2;2;2;4;5;2;2;2;1;4;5;0;1;1;1;0;0;4;21;21;3;9;6;0;1;3;2;4;5;1
7;1;20;2;5;1;2;5;5;5;1;1;0;0;2;2;1;1;1;0;3;6;0;3;3;5;4;0;6;0;0;3;2;2
10;2;57;4;5;5;2;2;4;4;2;5;0;0;5;4;1;2;2;4;0;2;21;1;3;4;2;2;3;0;0;6;96;1
8;1;51;2;2;4;2;5;5;5;4;1;1;1;1;0;1;1;1;0;0;8;1;1;3;7;1;3;1;1;3;4;4;1
8;2;71;5;4;4;2;4;5;5;4;2;1;1;1;0;1;2;1;0;0;6;2;2;3;11;1;5;2;0;0;1;3;2
2;1;51;4;2;4;4;2;2;2;2;2;1;2;1;0;1;1;1;0;0;4;8995;1;3;8;4;0;1;1;3;2;3;2
9;2;35;5;1;4;2;4;4;4;5;1;1;2;1;0;1;2;1;0;0;10;9998;3;3;11;6;0;1;1;3;2;3;1
9;1;41;1;5;2;4;4;2;2;1;1;1;4;2;0;1;1;1;0;0;8;902;3;3;13;6;0;1;2;1;1;3;2
1;1;49;2;4;4;2;5;5;4;2;1;2;4;4;0;1;1;1;0;2;7;2;9997;3;7;2;3;1;1;3;5;3;1
1;1;70;5;1;5;5;5;1;5;9;2;1;1;1;0;1;1;2;5;0;1;1;1;3;12;6;0;2;0;0;3;5;2
9;2;74;5;4;4;2;2;4;4;2;1;1;1;1;0;1;2;1;0;0;1;1;1;3;4;1;2;2;0;0;4;96;1
16;1;57;4;4;2;4;5;5;5;5;2;1;4;2;0;1;1;1;0;0;1;1602;1602;3;13;6;0;1;1;1;1;5;1
12;1;29;1;1;1;5;1;4;5;1;5;0;0;2;5;2;1;2;5;0;5;1;1;3;10;1;4;1;1;4;4;4;1
13;1;85;1;4;1;1;1;5;5;5;1;0;0;3;1;1;1;2;1;0;10;2;2;3;4;2;1;2;0;0;4;3;1
13;2;79;5;5;4;5;1;5;5;1;5;0;0;5;5;1;2;2;4;0;2;1;1;3;9;4;0;2;0;0;4;2;1
10;1;39;2;2;4;4;4;4;2;2;2;1;2;1;0;1;1;1;0;9997;6;0;2;3;12;5;0;1;3;1;1;3;1
13;2;50;5;2;4;5;4;4;2;4;4;1;4;2;0;1;2;2;4;0;5;1;1;3;10;6;0;1;1;3;1;2;2
9;2;83;1;4;2;1;2;2;5;5;1;0;0;3;5;1;2;2;4;0;3;21;9;3;5;2;2;2;0;0;4;12;2
9;1;56;1;1;1;4;2;1;4;1;2;0;0;5;2;1;1;2;2;0;1;901;901;3;5;2;1;4;0;0;5;3;1
13;2;30;4;4;2;5;5;5;1;1;2;1;4;2;0;1;2;1;0;0;3;1;21;3;13;4;0;1;1;2;1;3;1
5;2;29;4;5;4;2;5;4;2;2;2;0;0;2;4;1;2;2;4;0;7;2;3;3;13;5;0;1;1;2;4;3;2
12;2;82;5;1;5;2;1;1;5;5;5;0;0;3;5;1;2;2;5;0;5;1;1;3;4;4;0;3;0;0;3;4;2
13;2;40;4;2;4;2;4;4;4;2;2;1;1;1;0;1;2;1;0;1;4;2;9997;3;12;2;2;1;1;1;1;2;2
2;2;29;5;4;4;4;5;5;4;4;2;2;4;2;0;1;2;1;0;2;6;2;2;3;13;2;3;1;1;2;4;3;2
9;1;36;4;1;1;2;2;4;1;1;2;1;4;2;0;1;1;1;0;9997;5;0;9999;3;10;3;1;1;1;6;3;4;1
9;1;37;1;1;1;1;1;4;1;4;1;0;0;2;1;1;1;2;1;0;98;0;9997;3;2;3;1;1;1;7;5;12;2
1;1;59;5;2;1;2;5;5;5;2;1;1;1;1;0;1;1;1;0;0;5;2;2;3;14;1;5;1;1;2;1;3;1
13;1;67;4;4;4;1;5;5;4;2;2;1;1;1;0;1;1;1;0;0;6;2;2;3;13;2;3;2;0;0;1;3;1
1;2;27;4;4;2;4;4;4;1;2;1;2;3;2;0;3;2;1;0;3;8;0;3;3;5;3;1;1;3;2;4;98;1
9;1;47;2;5;4;2;4;5;2;2;4;0;0;2;2;1;1;2;2;0;6;902;902;3;13;4;0;1;1;1;1;96;1
7;2;84;2;4;1;1;4;5;5;4;4;0;0;3;5;96;2;2;5;0;10;2;2;3;4;1;5;3;0;0;6;3;1
10;1;40;4;4;4;4;4;5;5;1;1;1;4;2;0;1;1;1;0;0;4;1;1;3;12;6;0;1;1;2;2;4;1
16;1;28;2;2;4;4;2;5;1;2;2;2;4;2;0;1;1;1;0;8;2;21;8;3;13;2;1;1;1;2;3;12;1
9;2;20;5;1;5;5;4;5;1;4;4;0;0;2;2;3;2;2;4;0;1;901;904;3;6;6;0;6;0;0;2;5;1
9;2;77;2;4;4;4;2;2;4;2;2;0;0;5;5;1;2;2;4;0;4;1;1;3;9;2;2;2;0;0;4;3;1
10;1;26;4;4;2;2;4;5;4;2;4;0;0;2;2;1;1;2;2;9997;6;9977;9997;3;13;4;0;6;0;0;4;4;2
9;2;25;2;4;1;1;5;5;5;2;1;1;1;1;0;1;2;1;0;9997;6;0;9997;3;13;3;6;1;1;2;3;4;1
3;2;33;2;2;2;2;5;5;5;1;2;0;0;2;1;1;2;1;0;1;4;1;1;3;7;3;6;1;1;5;5;12;1
9;2;80;2;5;1;2;4;4;4;2;1;1;1;1;0;1;2;1;0;9997;5;1;9997;3;9;4;0;2;0;0;1;3;1
9;2;50;2;2;2;2;1;4;5;2;2;0;0;5;2;1;2;2;2;0;5;901;901;3;9;2;2;1;1;3;4;3;1
9;1;40;1;5;1;1;1;1;1;2;1;1;4;2;0;1;1;1;0;0;2;0;8995;3;6;3;5;1;1;7;6;6;1
9;2;48;2;2;4;2;4;4;5;1;2;0;0;2;1;1;2;2;1;0;8;0;9998;3;6;3;6;5;0;0;4;3;2
3;2;77;4;2;5;5;5;4;5;4;5;0;0;3;5;1;2;2;5;9997;10;0;9997;3;4;1;4;2;0;0;6;12;3
9;2;40;2;2;1;1;2;5;4;2;2;1;1;1;0;1;2;1;0;0;3;0;8995;3;11;3;3;1;5;5;3;3;1
9;1;54;5;4;4;2;4;5;4;4;4;1;1;1;0;1;1;1;0;8995;1;901;901;3;6;4;0;1;1;3;1;3;1
9;1;45;2;4;3;1;4;5;4;1;2;1;1;1;0;1;1;1;0;0;6;2;9997;3;4;2;1;1;1;5;3;3;1
12;2;61;1;8;4;2;4;5;1;4;2;1;1;1;0;1;2;1;0;1;1;1;8;3;9;4;0;2;0;0;1;3;2
9;1;46;4;1;2;1;2;5;5;5;1;1;2;1;0;1;1;1;0;0;99;9998;9997;3;8;5;0;1;1;8;4;12;1
9;2;69;4;2;4;1;2;2;1;1;4;0;0;3;2;1;2;2;4;0;1;1;8;3;6;2;2;2;0;0;3;3;1
9;2;52;4;2;2;1;4;4;4;2;2;1;2;1;0;1;2;1;0;0;3;1;1;3;6;3;1;1;1;3;1;2;1
11;1;40;4;4;2;4;4;4;2;2;4;1;2;1;0;1;1;1;0;9998;3;21;21;3;13;6;0;1;1;2;4;5;1
9;2;30;8;2;4;5;4;1;1;1;4;2;4;2;0;3;2;1;0;0;1;21;9;3;5;6;0;1;1;5;5;5;1
9;1;26;2;2;2;2;5;5;5;1;1;1;2;1;0;1;1;1;0;9997;99;0;9997;3;7;3;6;1;3;2;9;3;1
9;2;53;4;5;1;2;5;5;5;1;1;2;4;2;0;1;2;1;0;0;5;1;2;3;7;2;3;1;3;1;4;3;1
9;1;61;4;4;1;2;4;5;2;2;1;1;1;1;0;1;1;1;0;0;3;901;901;3;11;9;0;1;2;2;1;3;1
9;1;19;1;2;1;4;4;4;4;2;2;2;4;2;0;1;1;1;0;9998;1;0;9998;3;5;6;0;6;0;0;3;98;2
9;2;52;5;4;4;4;2;1;1;1;5;0;0;5;4;1;2;2;4;9999;5;9999;9999;3;4;2;1;1;1;5;5;3;1
9;2;69;4;4;4;4;4;4;4;2;4;0;0;2;5;1;2;2;4;0;2;1;901;3;14;4;0;2;0;0;4;3;1
9;2;21;5;4;5;5;5;2;4;1;5;0;0;2;4;3;2;2;5;0;1;1;901;3;6;4;0;1;1;5;4;6;1
9;1;61;4;2;2;2;4;2;2;2;2;0;0;3;2;1;1;2;2;9997;6;0;9997;3;6;5;0;2;0;0;3;4;1
9;2;26;4;4;2;4;4;5;2;2;2;1;4;2;0;3;2;1;0;0;4;1;1;3;10;2;3;1;1;3;2;3;1
9;1;83;2;2;2;2;2;4;4;2;4;1;1;1;0;1;1;1;0;0;5;1;1;3;11;4;0;2;0;0;3;5;1
12;1;34;4;4;2;2;4;2;5;2;1;1;4;2;0;1;1;1;0;0;8;1201;28;3;5;2;2;1;1;3;3;12;2
9;2;70;2;2;1;1;4;5;5;2;1;1;2;1;0;1;2;1;0;0;1;1;1;3;6;2;2;2;0;0;4;6;2
9;2;54;5;5;5;5;2;5;1;1;5;0;0;3;5;1;2;2;5;0;2;1;1;3;11;6;0;1;2;1;3;97;1
9;1;49;1;5;1;1;5;4;1;1;2;1;2;1;0;1;1;1;0;0;2;901;904;3;5;6;0;1;1;5;2;5;1
9;2;51;4;1;4;4;1;4;1;1;4;1;1;1;0;1;2;1;0;9997;5;0;1;3;7;2;1;1;1;2;4;4;2
9;2;34;2;4;1;1;5;5;8;2;5;1;2;1;0;96;2;1;0;0;98;0;9997;3;4;5;0;7;0;0;9;3;1
9;1;26;5;4;4;4;2;2;1;1;5;1;4;2;0;1;1;1;0;0;3;0;904;3;10;5;0;1;1;2;3;5;1
11;1;38;5;2;5;2;5;5;2;1;4;0;0;2;4;1;1;2;2;0;2;21;8;3;13;6;0;1;1;5;4;5;1
9;2;23;2;4;4;2;4;5;5;2;2;2;4;2;0;3;2;1;0;9997;98;1;9997;3;6;4;0;1;1;5;5;3;2
9;1;22;2;4;2;2;4;4;2;2;4;0;0;2;4;1;1;2;4;0;5;1;902;3;7;6;0;1;3;9;3;12;2
9;2;27;5;2;4;5;2;5;1;4;2;2;4;2;0;3;2;1;0;0;1;1;21;3;13;5;0;1;1;2;4;5;2
9;1;23;1;1;4;1;5;4;1;1;1;0;0;2;1;1;1;2;1;0;99;0;8995;3;6;1;3;6;0;0;4;98;2
9;2;52;5;5;5;5;1;5;5;1;5;0;0;5;4;1;2;2;4;0;1;901;901;3;7;2;1;1;1;4;4;5;1
12;1;30;4;4;4;4;4;4;4;2;2;0;0;2;2;1;1;2;2;9997;5;0;9997;3;4;6;0;1;1;9;4;3;2
9;1;45;5;2;5;4;5;5;1;1;1;1;4;2;0;1;1;1;0;904;1;21;9997;3;4;4;0;1;1;3;3;3;1
9;1;43;5;5;4;5;5;5;1;1;2;1;4;2;0;1;1;1;0;9997;5;9977;9997;3;5;6;0;1;1;4;3;12;1
9;2;33;1;4;4;1;5;5;5;5;2;1;3;2;0;98;2;1;0;0;99;0;1;3;4;3;4;7;0;0;6;12;2
9;1;24;4;5;2;4;4;4;2;2;4;2;4;2;0;1;1;1;0;9997;5;0;902;3;7;5;0;4;0;0;2;2;1
9;2;70;2;2;4;2;2;4;2;2;2;0;0;5;4;1;2;2;4;0;1;901;901;3;5;6;0;2;0;0;4;5;1
9;2;52;4;5;4;4;5;5;2;1;2;1;1;1;0;1;2;1;0;9997;3;9998;8995;3;10;4;0;1;1;2;1;3;1
3;2;29;1;2;5;5;5;5;5;1;4;1;4;2;0;1;2;1;0;0;6;0;8995;3;7;1;4;1;1;4;4;3;2
9;2;76;5;5;1;1;1;1;5;5;5;0;0;3;5;1;2;2;5;0;5;9998;3;3;6;1;4;2;0;0;4;3;2
9;2;50;2;5;2;2;5;5;5;2;1;1;1;1;0;1;2;1;0;0;10;0;3;3;7;1;6;1;1;7;2;3;1
9;1;61;5;2;5;4;4;2;1;2;2;0;0;5;4;1;1;2;2;0;1;901;904;3;13;6;0;1;1;3;3;3;2
9;2;54;4;4;2;2;4;5;4;2;4;0;0;2;4;1;2;2;4;8995;3;0;8995;3;7;5;0;1;1;2;5;4;2
9;2;40;2;5;4;1;4;5;2;2;1;1;4;2;0;1;2;1;0;0;10;8996;9997;3;7;2;2;1;1;3;4;3;1
9;1;46;1;5;4;1;1;1;4;1;1;0;0;2;1;1;1;2;1;0;10;2;3;3;6;2;1;1;2;1;2;3;1
9;1;26;2;5;2;2;5;1;5;2;2;0;0;2;5;1;1;2;5;9997;6;0;9997;3;13;1;6;1;1;11;1;4;1
11;2;70;2;4;2;1;9;5;2;2;8;1;1;1;0;96;2;1;0;0;98;1;1;3;11;1;5;2;0;0;5;3;1
12;2;58;1;1;2;1;5;5;1;1;2;1;1;1;0;1;2;1;0;0;3;1;1;3;13;1;5;1;1;3;2;5;2
3;2;77;4;5;4;4;4;5;4;2;2;0;0;4;5;1;2;2;5;0;5;1;9;3;11;4;0;2;0;0;4;3;1
3;2;37;5;5;8;5;5;5;5;1;5;0;0;5;5;1;2;2;5;9997;3;0;8;3;5;5;0;7;0;0;6;12;2
3;1;40;4;4;4;4;2;4;4;1;4;1;4;2;0;1;1;1;0;8995;7;0;2;3;7;6;0;1;1;7;3;3;1
9;1;59;1;1;2;2;5;5;2;1;1;1;1;1;0;1;1;1;0;1;5;1;9997;3;5;4;0;4;0;0;4;12;2
9;2;52;1;2;5;2;4;2;5;1;2;0;0;4;1;1;2;2;1;915;10;9998;3;3;13;2;1;1;1;2;2;3;1
9;1;26;4;5;4;4;1;1;1;1;4;0;0;2;5;1;1;2;4;0;10;901;3;3;7;2;2;4;0;0;6;4;2
9;1;61;2;2;1;2;4;5;5;2;1;1;1;1;0;1;1;1;0;0;6;2;2;3;4;2;1;1;3;8;2;5;1
9;1;51;2;2;1;2;2;2;1;1;1;1;1;1;0;1;1;1;0;0;10;2;3;3;4;1;6;2;0;0;3;3;1
9;1;23;5;4;5;2;4;4;2;4;4;2;4;2;0;1;1;1;0;904;4;0;9998;3;10;4;0;1;1;2;3;4;1
9;1;49;4;4;4;4;4;5;4;1;4;2;4;1;0;1;1;1;0;0;3;901;901;3;6;5;0;1;2;1;3;3;1
9;1;34;5;2;4;5;5;5;1;4;4;1;4;2;0;3;1;1;0;0;1;21;21;3;13;5;0;1;1;2;3;5;2
3;1;39;5;2;1;1;5;5;5;5;1;1;4;2;0;1;1;1;0;9997;5;0;9997;3;13;6;0;1;1;2;1;3;1
19;1;64;1;2;1;1;2;1;5;1;2;2;2;1;0;1;1;1;0;0;1;1;1;3;4;3;6;1;2;3;1;2;1
9;1;52;1;1;1;1;5;5;5;1;1;1;2;1;0;1;1;1;0;0;10;3;3;3;11;1;6;1;2;2;1;97;1
9;2;21;5;2;4;5;5;1;2;1;1;1;4;2;0;3;2;1;0;1;3;1;9997;3;7;6;0;6;0;0;3;12;1
9;2;44;2;4;2;4;1;4;5;1;2;1;1;1;0;1;2;1;0;9998;3;1;9998;3;4;2;3;1;1;7;5;12;1
9;2;87;4;1;8;1;4;5;2;4;2;2;96;5;0;1;2;1;0;0;8;2;2;3;11;4;0;2;0;0;4;3;1
12;2;71;2;2;2;1;4;2;4;1;2;1;1;1;0;1;2;1;0;2;9;2;2;3;4;1;5;2;0;0;4;3;1
9;1;47;5;5;1;4;5;1;5;1;5;0;0;5;4;3;1;2;4;0;10;0;3;3;10;5;0;1;1;8;2;4;1
9;1;47;5;4;2;2;4;2;4;2;2;0;0;2;2;2;1;2;1;0;1;1;8995;3;7;6;0;1;9;99;6;12;1
9;2;39;4;4;2;4;4;4;2;1;2;1;2;1;0;1;2;1;0;0;7;902;915;3;13;4;0;1;1;2;2;2;2
18;2;25;4;2;1;2;2;5;5;2;2;1;2;1;0;1;2;1;0;0;5;1;1;3;10;3;1;5;0;0;5;3;1
9;1;42;2;5;1;1;5;5;4;2;2;1;2;1;0;1;1;1;0;9997;5;1;9997;3;12;2;3;1;1;2;3;4;1
9;1;30;4;4;4;4;4;4;1;1;2;1;4;2;0;3;1;1;0;8995;1;9998;8995;3;10;6;0;1;2;1;3;5;1
9;1;44;4;4;4;5;4;5;1;1;1;1;4;2;0;2;1;1;0;0;3;21;21;3;13;4;0;1;3;1;1;2;1
12;2;72;4;2;1;2;4;4;4;3;2;1;4;2;0;1;2;2;4;9997;6;2;9997;3;11;2;3;2;0;0;3;3;1
9;2;43;2;1;2;2;4;5;5;2;2;1;2;1;0;1;2;1;0;0;7;0;1;3;9;2;3;1;1;4;2;3;1
9;2;52;4;4;5;4;2;8;1;2;5;0;0;5;5;1;2;2;5;9999;98;9999;9999;3;4;5;0;1;1;8;5;3;2
9;1;30;2;2;2;2;5;5;1;1;4;1;4;2;0;3;1;1;0;0;3;1;1;3;10;4;0;4;0;0;4;5;1
12;1;67;1;4;2;4;2;4;4;4;1;1;1;1;0;1;1;1;0;9997;5;9999;9997;3;8;1;3;2;0;0;5;12;1
12;1;58;1;1;4;1;2;5;1;1;1;1;2;1;0;1;1;1;0;0;8;1201;1201;3;6;2;2;1;2;1;2;3;1
9;2;38;2;4;4;5;4;4;1;1;2;0;0;2;2;1;2;1;0;0;1;0;9997;3;13;2;1;1;1;2;4;6;1
9;2;67;5;5;4;4;2;5;4;2;2;1;2;1;0;1;2;1;0;0;4;0;901;3;9;4;0;2;0;0;3;3;1
3;2;75;2;4;4;4;4;5;5;1;1;1;2;1;0;3;2;1;0;0;1;1;8995;3;10;2;1;2;0;0;2;3;1
